VideoId,Label
BVbM,246 1255 2 7 1607 1 192 105 2550 63
3TbM,46 114 107 44 109 1164 155 162 138 16
7VbM,1 0 387 180 2435 851 828 1385 1370 36
M8bM,1366 1505 50 998 39 7 3343 503 933 2677
drbM,39 181 674 121 393 2239 50 866 202 627
FxbM,9 37 10 4 889 3199 2656 3137 1721 1071
2JbM,1286 260 390 66 600 557 293 371 701 49
erbM,0 562 1 219 153 2171 1768 1232 960 35
0PbM,15 1714 252 18 686 363 170 239 2678 60
u4bM,64 113 425 119 186 44 725 2 3726 80
3gbM,2 544 252 1089 166 17 1449 284 30 19
yQbM,1154 411 62 2 2228 145 522 599 11 1603
nfbM,3 4 28 10 38 13 33 6 9 2006
gQbM,26 569 49 194 80 1320 527 2610 2098 694
jZbM,60 8 0 12 110 210 948 11 806 644
EebM,14 944 71 31 152 660 99 1159 1196 111
XzbM,0 329 110 705 360 92 261 3144 12 530
QQbM,75 251 208 2 869 1205 1920 3284 56 7
QcbM,7 2 104 508 1040 174 2075 344 177 2241
ilbM,287 1 0 124 147 1026 132 317 36 851
GDbM,79 0 91 376 806 164 13 12 118 918
BMbM,8 2380 71 315 52 175 1727 246 1028 3802
SnbM,14 25 1051 755 1070 268 6 682 847 2523
p8bM,0 1 69 649 417 5 1989 535 3313 2589
8NbM,72 68 151 98 480 240 60 452 3199 907
RmbM,1 25 1051 681 157 623 0 35 737 1278
yEbM,4 9 10 34 13 3 6 14 278 2937
eYbM,53 58 228 166 2158 151 163 17 0 19
h8bM,52 1865 432 70 125 1293 7 354 623 149
XWbM,7 2 104 17 792 469 513 715 2560 196
fvbM,1 0 590 349 105 35 5 234 309 678
JjbM,3 41 13 4 6 389 47 31 54 1481
vCbM,11 173 29 604 1115 22 15 32 1136 930
sTbM,45 51 56 212 2 295 77 956 803 580
pAbM,5 516 1579 1940 16 84 663 169 1567 1546
pGbM,17 2 7 19 129 128 531 235 165 639
gBbM,0 1 372 102 159 93 2360 27 1100 357
qZbM,309 1 0 1018 35 1819 108 2889 941 81
txbM,7 2 128 2834 17 213 174 48 1324 715
zNbM,83 2 7 541 11 2044 1613 601 262 751
MXbM,11 368 813 829 969 303 2746 32 903 221
cjbM,3 54 13 41 389 8 6 4 556 201
zvbM,327 772 587 967 5 1347 3110 1 0 16
VcbM,0 79 12 63 450 312 1293 884 118 110
TsbM,2 30 55 143 17 340 427 583 1741 2251
JBbM,41 13 4 2287 1716 1641 3 552 1811 2544
KqbM,52 92 70 2926 100 143 12 340 10 1866
BybM,1 0 1215 1955 35 1335 2928 372 337 1734
i1bM,76 2 43 59 18 1068 101 281 227 2395
OibM,19 87 15 318 18 603 244 2 272 333
w0bM,983 1149 1581 1 0 105 309 358 1521 535
1AbM,0 52 70 12 705 125 1 3144 245 874
f6bM,101 43 59 18 286 60 2 76 991 1685
vabM,515 2 408 30 55 17 58 53 19 1197
0RbM,16 5 49 127 647 136 277 1108 1064 511
1ZbM,476 1 0 169 69 84 5 1129 2121 2739
TvbM,25 1 1327 0 2469 1070 35 337 1051 268
mSbM,179 195 635 2319 667 0 53 85 1009 1118
nabM,206 650 8 6 3442 3737 812 1199 1147 54
LEbM,141 247 1921 255 647 175 2202 396 1803 1333
FjbM,3 6 4 13 8 1480 1715 10 14 1074
OnbM,226 0 1455 210 432 1233 1865 1223 100 369
hvbM,660 595 663 1578 25 1100 136 99 282 1679
lUbM,26 199 861 735 2 7 379 194 1301 999
MwbM,88 251 1638 313 307 11 1771 380 497 347
febM,27 0 1 192 46 532 294 183 522 755
TObM,89 141 247 76 255 2 26 175 1921 227
RGbM,0 2056 1 5 1605 1268 731 69 105 301
YibM,191 248 299 88 571 1159 43 184 11 944
4ObM,319 0 5 1 2863 204 1654 1781 1802 42
IlbM,1 0 183 192 455 331 105 275 436 35
CrbM,505 315 11 16 1 63 1131 1885 15 368
XvbM,3 54 13 41 324 389 4 387 1242 99
mXbM,80 49 5 265 694 144 169 84 190 612
zObM,49 80 265 694 5 612 144 88 919 2830
gNbM,542 83 75 1205 2 1 0 51 56 1425
WEbM,62 2 270 411 498 461 646 810 1154 984
7kbM,6 8 3 206 1416 552 1964 2403 2380 1690
ixbM,43 60 101 286 2681 823 59 340 1415 18
LObM,5 739 1 395 0 2064 150 309 108 301
dCbM,5 1862 1524 16 0 769 244 615 1521 354
AobM,11 22 20 32 29 299 191 248 1042 221
kSbM,14 1051 2308 25 61 578 12 2 60 71
KHbM,53 58 232 427 17 2 163 1452 340 7
QRbM,27 0 1 294 192 1021 1077 35 262 255
uCbM,1101 46 175 377 381 155 264 962 44 848
ypbM,4 28 3 33 13 9 6 38 10 1700
O5bM,5 16 49 1108 2013 1478 418 2403 80 99
hcbM,14 1074 6 3435 9 4 13 592 1109 1305
wfbM,1 0 53 180 124 1512 2432 58 183 134
MNbM,6 8 3 1191 144 13 175 558 84 206
89bM,39 121 202 216 156 627 181 1828 393 207
GPbM,760 948 788 11 151 255 2202 360 92 944
tjbM,2 2084 30 7 17 19 44 1621 2101 711
2FbM,9 34 10 14 716 99 971 4 1005 61
uybM,5 16 49 3670 864 2960 67 647 1118 3087
WYbM,12 0 237 675 1224 118 2717 336 79 1459
WwbM,1191 201 8 6 13 383 301 3 175 89
7tbM,31 40 47 57 2137 309 386 301 662 744
eVbM,24 21 23 115 158 73 288 322 504 2777
QobM,128 2 17 7 174 1219 715 1307 830 149
ABbM,30 2 2581 280 7 1042 3610 90 3490 1575
CebM,1 1479 488 192 106 200 36 7 0 924
BIbM,0 1 36 132 142 185 1903 582 153 183
xIbM,12 0 237 538 79 91 210 1281 2107 696
iBbM,71 308 152 2287 2 1652 598 8 99 1196
kqbM,25 315 14 3380 11 1184 50 225 3022 20
OGbM,1537 97 616 31 66 188 517 585 1203 313
x7bM,0 1 412 447 63 1401 42 215 1385 193
orbM,1 640 0 192 455 27 106 331 21 23
dZbM,2282 1 0 25 189 561 3706 192 2817 1529
A2bM,88 313 2105 2 296 1907 227 1020 191 347
WdbM,260 371 2857 80 945 49 839 1207 1655 2
2YbM,1 0 85 35 294 183 245 898 1130 116
izbM,2631 1982 251 2 7 100 2405 569 948 3362
pqbM,352 0 1229 1185 1 1039 1369 110 436 894
IRbM,264 1 155 46 1813 0 44 3033 162 1323
JgbM,118 82 103 0 440 2912 642 1424 12 125
vibM,62 2 270 7 1739 2418 993 251 1926 1408
KIbM,0 63 167 1 1405 12 336 2040 192 675
LhbM,139 0 1 27 5 242 294 730 192 298
5MbM,247 141 255 26 1921 130 84 259 844 379
ZnbM,3407 26 300 2 993 2759 1143 1236 3127 442
hZbM,5 16 1259 1860 1183 816 451 605 688 259
CJbM,1196 301 31 99 188 61 3135 5 1251 3
FGbM,111 0 42 1 431 3073 3143 306 217 3462
HQbM,33 78 28 86 38 257 553 987 1088 2670
6tbM,12 52 0 63 1293 353 1234 1 705 2260
15bM,26 130 1513 57 31 117 40 2 192 298
1ybM,136 5 16 1132 764 1395 2098 3677 2399 292
QMbM,45 51 56 2 77 295 212 1052 137 456
fObM,8 698 6 1207 894 835 917 1103 690 812
GlbM,5 662 3226 16 1312 764 1612 618 1996 1551
4RbM,8 6 726 894 1297 150 384 89 2699 144
vfbM,46 114 107 44 138 145 155 109 2 852
egbM,8 6 1776 2403 414 558 206 191 332 598
gCbM,5 301 744 159 16 127 80 49 362 292
ASbM,3 28 6 324 38 1473 89 690 4 33
KybM,3 6 4 13 28 1191 675 10 1473 324
R6bM,1100 282 3046 1936 99 25 14 2891 159 663
YFbM,2 30 7 17 464 48 55 975 174 177
91bM,16 5 315 1190 1594 2671 26 2403 647 2801
5NbM,16 5 49 2 658 315 1064 1034 265 2646
CIbM,1623 1606 1 35 0 85 851 294 1985 517
rebM,14 61 433 6 1092 25 709 1159 8 769
w2bM,23 21 24 73 554 504 786 115 2619 288
N8bM,34 9 10 4 148 14 840 140 271 6
jObM,9 10 37 4 34 309 826 2656 889 31
9AbM,9 37 4 10 421 1523 2969 3 2996 13
hqbM,76 2 571 43 428 419 60 901 1068 385
ChbM,327 772 967 587 5 1347 1 0 3110 1777
d0bM,46 155 114 138 44 107 2 145 377 264
STbM,43 59 18 274 284 238 239 366 15 1685
lCbM,703 580 0 192 1 331 183 455 2267 294
2zbM,289 666 1002 2934 158 146 2626 2807 1964 2211
sObM,8 61 110 3008 2358 1332 201 205 1463 1502
DMbM,343 3150 875 66 146 1905 8 97 858 1934
SKbM,328 5 1754 1996 169 16 362 84 882 592
YAbM,0 1 2337 35 354 1521 1256 337 882 159
v7bM,1 423 0 36 851 94 268 147 898 93
MkbM,452 480 72 68 98 907 1328 280 151 1965
qibM,215 611 217 0 2617 939 17 1 596 1293
n1bM,65 50 49 503 661 1620 2562 80 1782 1552
XDbM,2 7 1372 508 224 197 116 1386 165 267
ztbM,23 447 21 915 215 217 0 643 412 790
6obM,2 26 64 7 729 279 873 379 146 158
VqbM,3 6 4 324 14 28 1473 10 310 248
kIbM,17 19 128 48 2 7 129 272 448 841
vJbM,277 2 7 511 104 291 11 1658 1771 3390
QUbM,8 6 1416 206 894 175 3 1641 4 13
HZbM,33 28 86 78 38 257 4 553 987 9
nxbM,1 0 36 94 147 423 192 331 132 142
dAbM,2 411 1154 56 7 45 62 51 2214 1885
HcbM,261 1348 1292 333 360 3188 832 8 311 1776
GqbM,4 54 3 13 97 10 243 351 278 168
frbM,5 1448 80 0 16 2476 347 62 2974 2
OSbM,3 7 310 2 1036 237 1 324 1307 248
GNbM,3 6 8 1473 599 4 61 99 201 913
e9bM,1 0 36 142 132 185 147 94 180 153
u1bM,5 16 973 133 0 1374 27 739 2715 157
M6bM,2 75 7 2721 402 1029 17 508 224 172
YMbM,50 445 11 390 65 39 20 194 2098 576
brbM,1 1642 0 865 35 2150 1773 2383 517 180
rhbM,0 1 5 3781 1903 35 203 2339 139 3198
wWbM,80 49 265 5 127 15 2605 732 2161 2943
kxbM,41 3 13 4 389 552 2287 31 6 54
nCbM,16 199 0 535 1 349 1885 260 1377 2737
QkbM,40 57 117 31 348 47 1800 626 1476 54
aRbM,1 105 488 192 331 147 588 294 187 2
tZbM,23 21 73 24 115 554 718 2744 471 703
uGbM,278 97 10 4 3 243 31 13 54 9
6nbM,994 1736 1667 49 422 1325 80 1255 1534 1655
CnbM,24 21 74 275 23 1 1871 703 105 424
ILbM,12 237 8 89 0 1937 2 52 92 201
rjbM,2468 827 8 429 205 368 2117 1195 293 1964
oobM,3 6 3135 136 31 1109 4 62 375 324
C7bM,14 4 9 37 6 28 13 38 3 3469
2dbM,46 2 44 107 114 145 1164 109 155 162
ZMbM,7 580 1759 2 1099 158 1010 320 88 1443
X4bM,33 28 78 1242 38 749 11 3 477 2
i7bM,3218 685 175 201 12 210 8 89 2 3720
HbbM,8 6 3 89 3479 894 4 834 10 9
O0bM,8 3544 1207 405 2273 391 1332 161 201 1903
TpbM,3 11 749 723 368 22 433 1095 310 4
Z8bM,3 433 141 61 310 6 1036 54 375 97
EmbM,1954 140 1122 18 1831 67 15 301 41 2212
Y1bM,8 3544 16 3527 2457 5 369 3112 1140 647
IPbM,23 21 24 73 786 1572 115 676 158 554
wvbM,8 6 834 71 383 206 433 2403 3546 807
1wbM,8 835 161 206 205 548 100 1332 1103 812
nDbM,21 106 23 640 288 322 73 27 775 864
9NbM,5 1 0 476 69 84 3038 3202 436 169
nlbM,3 4 6 9 944 675 3153 1473 799 1107
nhbM,11 83 720 1625 220 126 2000 820 262 2
HKbM,7 2 792 469 17 129 841 104 1167 283
oAbM,577 0 5 1 386 301 33 963 193 467
9ybM,2 56 75 500 45 51 305 218 7 871
atbM,3707 279 146 158 454 439 11 875 590 115
YmbM,1 0 3535 1091 105 358 409 3669 81 510
pSbM,4 3 10 9 28 34 1058 6 33 13
WZbM,1 0 132 36 185 142 147 14 183 582
JibM,0 815 1 799 1903 219 180 153 774 134
hsbM,3 4 10 9 28 13 33 38 6 154
0nbM,62 498 984 11 1346 461 701 1154 2 260
S8bM,33 28 78 38 86 1088 987 257 553 4
VIbM,3568 741 1 0 189 157 354 2171 35 2313
JVbM,11 32 20 22 29 112 472 624 221 368
gAbM,27 0 1 237 255 192 294 262 851 675
xNbM,5 16 49 1478 80 2607 362 919 922 0
sIbM,626 159 15 2349 18 65 49 1773 50 39
3MbM,12 0 237 675 689 1459 63 2717 3144 1937
ShbM,30 408 2 55 837 17 515 166 280 1892
lRbM,3 4 31 9 47 1715 10 28 38 37
UgbM,2 7 62 90 495 197 1311 1950 3229 296
OgbM,14 71 146 291 422 1109 3546 262 1305 2752
GcbM,7 2 646 818 270 58 1460 1158 53 104
OFbM,12 0 91 237 675 689 79 164 312 1459
aPbM,117 57 40 31 1800 154 599 348 421 3315
32bM,131 24 1269 23 21 74 880 209 1874 2028
xVbM,379 735 1 14 157 1699 25 0 1051 3096
X9bM,1865 1056 0 432 60 12 271 1281 2 7
44bM,292 526 441 26 370 527 898 244 978 136
QAbM,12 675 237 3 1242 11 310 871 2 180
NobM,0 63 336 1 2717 12 1424 167 1405 335
WzbM,3 4 6 10 54 324 9 1312 675 13
1bbM,9 37 10 34 3137 2996 4 826 1476 2261
0EbM,708 463 96 15 18 3328 1812 2298 178 862
ThbM,0 1 63 23 21 73 24 335 209 85
17bM,98 68 72 151 240 60 125 3199 480 3302
ysbM,750 3463 992 31 301 49 2876 1020 88 898
FebM,1955 1335 3828 1 0 35 3307 1215 3425 960
ZFbM,542 804 83 0 7 262 751 3789 2 783
9BbM,0 12 237 3144 118 705 432 1459 1281 1
6TbM,30 2 196 940 2809 3610 1166 942 17 975
DnbM,96 15 363 289 1238 3346 239 60 1451 1863
KobM,19 1531 7 48 2 17 104 715 235 2116
pKbM,182 392 452 634 160 166 72 901 82 17
asbM,14 3 4 6 3469 3215 324 2174 9 3153
JTbM,3 4 6 13 54 10 28 8 3107 41
JDbM,27 0 1 244 292 192 183 532 522 294
t5bM,274 238 366 59 43 18 773 60 15 360
kCbM,3 4 13 10 6 28 9 324 1058 433
VQbM,350 346 103 82 537 261 1292 8 118 1424
30bM,2 30 90 280 608 17 7 340 1741 55
zCbM,32 11 20 22 29 112 462 829 604 123
8abM,66 1313 293 521 332 849 1195 148 1346 152
aSbM,71 152 14 8 176 1969 2867 763 1694 1652
D3bM,0 1 362 5 762 301 2360 2708 1481 2201
VrbM,2 17 394 7 19 48 213 177 75 566
sNbM,1 0 35 85 186 1903 2 185 230 1021
oXbM,9 10 4 34 3271 3 2996 28 889 351
HzbM,0 1 1729 3796 150 739 395 1091 3361 1231
tPbM,16 354 1063 25 977 1051 1 682 268 2010
gcbM,68 72 98 151 480 240 1530 2807 2324 3758
MRbM,101 43 59 18 286 60 374 1032 873 549
ZdbM,13 54 3 4 41 1242 330 168 3008 565
GYbM,222 43 2 181 216 130 64 2857 727 7
PTbM,2939 613 1 0 5 81 234 309 244 1250
QPbM,73 21 23 24 2619 504 554 676 322 288
cFbM,31 40 57 47 117 2347 492 1149 1940 2219
CsbM,2 7 90 1602 415 267 399 165 224 196
wjbM,5 16 1374 144 1082 190 2403 1697 2679 2237
lNbM,2603 434 21 23 265 209 80 496 994 914
uPbM,0 1 476 69 84 5 169 144 1129 1177
BebM,861 803 381 16 2752 2626 15 2214 205 132
JebM,315 658 246 535 1 467 105 505 63 16
xjbM,511 311 360 141 642 832 1289 11 2 789
EfbM,5 613 1374 16 301 3087 2679 0 1033 1532
fubM,5 16 3539 15 18 1532 1451 862 1064 244
vcbM,3015 0 1 1562 200 106 654 102 132 124
8CbM,39 674 181 866 222 249 2276 216 11 2562
NGbM,170 49 15 314 1964 18 80 127 2219 1936
KVbM,31 5 40 57 386 49 301 309 2409 16
XlbM,391 5 234 301 14 731 31 678 16 41
fcbM,2428 3112 361 9 421 599 61 2245 33 28
AQbM,12 760 0 432 52 948 1293 360 3144 530
CNbM,0 412 1 215 447 217 5 9 479 1071
qHbM,172 75 2 95 165 116 7 267 235 1202
VdbM,15 18 87 26 140 466 67 619 244 2752
dbbM,83 2 7 541 17 531 135 778 208 11
ujbM,25 1075 1070 2873 14 418 663 16 9 4
sXbM,0 1 27 35 285 3311 3039 3815 2022 881
dVbM,0 1 159 5 809 2072 309 1485 395 762
JlbM,44 186 46 145 2 3708 175 296 162 13
hIbM,0 1 417 193 784 69 1085 963 3683 3739
EbbM,154 3 263 6 54 2839 414 3659 4 8
7MbM,12 611 237 2587 0 92 118 9 19 215
OCbM,6 8 1652 894 558 690 2 252 2403 1190
q0bM,199 2052 26 0 189 607 1 1497 1482 3318
qPbM,141 1921 191 396 861 255 1058 193 26 259
wlbM,133 630 1027 3824 2671 726 8 9 325 2891
pebM,1987 13 33 4 28 3 78 38 9 257
92bM,79 91 0 376 918 806 12 884 450 1
i9bM,1250 2242 244 897 292 111 92 260 26 326
DkbM,65 50 66 661 781 1620 1527 503 3540 933
SDbM,2 7 48 715 104 17 3399 174 1399 1307
I4bM,72 68 98 240 151 480 3199 980 3758 60
AJbM,64 46 44 119 113 2 155 264 3328 179
ulbM,0 2900 1886 1 1970 254 1384 35 242 535
MgbM,764 1690 136 141 1248 428 1395 3448 1389 66
ZebM,5 3591 409 16 136 301 244 733 1 2009
EabM,1548 2 740 1101 4 175 19 17 944 235
TUbM,24 21 23 115 1094 73 1160 471 651 2542
dhbM,0 1 102 93 449 42 139 3264 63 193
jvbM,20 22 11 32 29 426 528 173 829 120
pxbM,3 13 8 1242 2 4 1995 1418 2530 1716
tSbM,61 8 252 669 97 754 478 1007 282 99
1tbM,23 21 24 73 115 1066 676 1 288 488
mHbM,8 6 894 206 2287 2258 1652 133 332 558
8ubM,5 49 265 80 919 16 144 190 1080 897
Y8bM,49 5 265 80 144 84 16 919 190 169
MvbM,3 6 4 8 1356 324 89 675 1473 690
BxbM,126 291 15 2637 1964 18 158 220 146 276
AYbM,100 356 161 1515 2592 2 1223 704 7 1455
fibM,105 510 21 23 200 24 349 187 2872 451
0lbM,1 35 85 0 230 48 1327 768 153 777
IsbM,14 85 2388 944 25 61 418 1327 2523 35
o2bM,311 360 990 2012 746 832 0 261 280 2134
kibM,25 1 904 285 0 1176 1414 35 863 317
G0bM,0 12 118 91 3144 1624 689 312 2736 1281
lzbM,332 14 66 293 849 521 355 146 39 242
6cbM,398 501 166 333 491 231 60 0 1290 482
0WbM,0 91 52 705 8 61 1 70 806 125
93bM,92 161 52 14 110 369 125 1234 1463 12
t1bM,12 92 0 118 1293 237 82 696 1234 705
k6bM,6 14 8 332 206 3 662 521 3544 66
TubM,2 7 891 177 3405 1068 48 76 281 30
dEbM,1 0 3828 1955 1335 35 436 192 203 591
LKbM,2 7 171 17 213 1908 715 1708 1307 48
cqbM,59 43 18 60 64 15 664 113 385 1563
TTbM,556 3186 953 1716 2287 71 152 205 39 1936
cmbM,508 2 7 1106 197 2685 267 316 266 402
ibbM,0 12 333 226 432 1281 523 271 210 8
agbM,7 2 1316 267 224 1372 2472 2310 197 235
uwbM,1 0 35 25 180 124 183 203 192 2747
NJbM,551 671 3234 330 13 9 154 4 159 188
DcbM,144 5 190 384 16 2237 1912 1080 1177 362
LHbM,31 47 40 57 4 10 1706 117 1476 301
z0bM,93 102 5 1802 16 744 0 2811 326 159
k7bM,8 6 807 383 834 911 99 414 3479 2281
gIbM,30 2 1762 940 196 905 3490 361 55 2809
nmbM,62 2 90 7 867 1575 646 270 942 810
oubM,9 34 10 840 4 37 2624 539 1253 1644
11bM,859 275 1 1285 21 467 410 592 488 23
RhbM,2 7 17 128 30 656 345 19 129 1324
OJbM,32 11 22 20 29 368 221 1501 123 211
w5bM,260 371 2725 49 1823 574 596 46 609 3139
PnbM,27 0 1 3815 291 150 88 1464 657 590
yjbM,7 2 3586 48 213 1240 702 177 266 283
BtbM,92 110 1234 161 1866 12 369 329 1293 1062
xSbM,1694 974 703 1 106 124 2 0 561 643
eqbM,61 14 1144 84 1108 433 1109 405 953 8
r5bM,4 3 41 13 2839 10 2287 54 6 9
XwbM,48 575 1284 1 19 0 1682 177 1787 3290
0BbM,1418 2693 1 0 193 3428 1207 963 5 81
tMbM,154 263 4 10 9 34 2582 13 3 1968
gPbM,1 0 535 105 935 822 777 357 183 309
AubM,132 0 1 36 147 185 142 94 192 512
HobM,2537 1855 15 363 533 2794 509 18 1076 1816
TobM,79 91 0 12 806 8 52 376 3409 918
aBbM,39 121 202 627 156 529 148 66 393 50
4rbM,41 3 13 6 1481 99 4 8 556 205
oDbM,6 8 61 225 592 1109 14 2838 1151 89
PVbM,3 89 324 6 8 61 1003 248 201 4
URbM,12 312 82 52 118 885 1293 329 92 237
W6bM,33 28 78 38 86 257 4 13 553 2515
VtbM,0 5 1 769 387 695 1903 16 81 733
21bM,51 45 298 2 26 137 77 56 887 1
oEbM,2707 1676 23 21 115 260 790 2659 144 447
uAbM,2 30 1197 55 17 19 515 1808 443 408
hxbM,3 0 675 237 2746 433 93 1473 102 324
PgbM,0 111 42 1 431 306 1992 93 102 1887
ghbM,141 474 299 1807 944 396 1058 191 11 227
m2bM,53 58 228 151 2158 166 2 60 408 163
hJbM,422 485 1267 2122 1112 1007 701 732 3740 43
XMbM,9 539 10 4 1644 3 2691 6 618 33
BwbM,26 130 354 0 675 726 432 64 2714 1365
PzbM,0 42 487 1 431 290 890 1385 1722 1427
1WbM,105 245 1 203 234 467 0 16 7 131
2obM,332 6 8 3 521 66 690 14 3153 3479
6bbM,9 34 10 4 3271 37 2624 2515 2996 840
vPbM,225 12 653 195 523 1297 65 50 111 1424
AWbM,5 16 1312 1388 1481 2182 3625 1524 1862 826
TdbM,3 6 433 4 324 13 89 1003 201 28
TFbM,1 349 510 0 132 26 409 192 105 21
uqbM,9 34 10 4 3271 102 92 26 201 28
7hbM,75 2 1205 208 56 1014 500 251 3602 7
ymbM,51 45 77 56 2 137 456 721 1052 295
Y4bM,8 6 690 271 148 201 2839 1417 834 253
QHbM,205 598 8 381 857 99 726 3788 65 3205
ynbM,226 0 1380 1525 1426 1233 874 1 12 3523
kFbM,4 13 10 9 28 3 33 2996 1566 38
5UbM,9 10 4 34 3 840 13 3271 188 1109
VjbM,59 18 15 178 1685 1260 604 43 668 1661
ZRbM,99 911 1964 716 518 3 291 1196 2287 1811
wqbM,402 2 7 218 508 48 88 711 1771 104
llbM,8 6 3 789 1305 433 89 71 3479 13
qwbM,10 4 9 13 351 3 97 6 550 34
MFbM,39 202 121 66 627 207 50 393 2239 931
xCbM,946 723 499 15 1145 251 1363 11 2709 1666
dybM,0 91 79 63 806 1 376 12 13 237
4ibM,70 52 0 125 1681 151 72 1 705 91
4fbM,8 6 690 1295 1700 3 558 2938 806 414
5fbM,1250 0 1 3518 2242 35 102 1648 2818 93
lEbM,1 0 132 36 185 147 142 192 481 897
6HbM,218 56 2 3483 197 7 255 45 1805 1794
5HbM,30 2 196 1762 55 905 942 1557 90 3212
BZbM,9 37 10 4 421 2656 1721 2427 1523 2334
rQbM,3 4 13 6 10 154 54 9 28 2839
uHbM,27 1 0 88 313 183 192 868 244 294
wQbM,41 13 3 205 4 1481 8 556 598 3344
kTbM,17 2 7 128 19 715 48 174 361 1324
AybM,287 124 0 1 317 153 2435 1512 1770 180
tzbM,2 446 281 7 76 402 593 460 1789 213
iVbM,0 1 139 591 242 35 14 254 459 470
1XbM,7 2 415 2006 373 165 1433 224 267 399
5RbM,24 1 131 74 23 0 21 209 2897 115
r1bM,877 11 429 25 66 14 71 111 816 1305
NlbM,275 629 200 74 187 697 887 1462 496 588
lhbM,2415 26 1250 945 368 2818 11 157 1 455
W5bM,25 1 315 0 734 2971 690 939 191 16
yibM,2720 1684 2228 1366 1872 2 21 8 97 7
mfbM,1133 39 381 1098 49 308 110 9 3566 569
CEbM,32 11 20 29 22 221 122 1548 302 368
J5bM,15 18 87 244 1751 536 545 1696 1779 365
b9bM,8 6 558 3 806 205 598 944 597 3298
slbM,24 23 21 676 73 115 2619 651 471 504
GfbM,0 1 561 959 387 670 1564 1562 306 42
KhbM,6 8 3 474 835 812 558 894 206 597
M7bM,12 0 3144 1937 1459 689 432 2736 884 312
TwbM,20 22 11 1891 211 528 995 32 462 29
eSbM,57 492 31 40 117 3121 159 1021 2040 3376
K9bM,133 325 1716 93 2364 1027 2715 16 3186 1630
LsbM,252 60 158 160 239 7 2 43 646 1062
fAbM,100 161 356 1515 567 704 1223 1906 548 1103
v8bM,45 51 77 56 2 137 295 1050 175 212
kpbM,3 4 28 13 33 38 9 10 6 278
H6bM,12 0 91 689 1281 1459 237 3144 1224 2717
7HbM,58 53 214 3147 2 30 163 3106 340 55
GMbM,22 20 11 32 763 791 572 120 173 397
o3bM,9 37 10 4 34 421 2969 309 1312 1523
2AbM,39 121 156 207 202 338 233 1086 986 529
XjbM,5 84 169 516 69 301 476 16 405 3038
uibM,1 0 69 417 478 1304 236 2234 2017 404
iYbM,0 1 35 1004 517 1344 3145 285 1734 2765
FtbM,1081 11 83 2 751 720 262 75 601 208
E2bM,87 18 15 545 1751 365 536 60 333 1696
eCbM,68 151 72 98 2020 240 480 166 53 3486
nLbM,740 0 1424 2136 62 193 1 2548 16 963
a4bM,1700 33 28 251 3596 2515 9 400 580 62
ZpbM,0 714 1135 230 1051 362 110 815 799 1
7KbM,6 8 3659 1727 3 206 414 894 97 3737
isbM,0 1 36 94 147 423 142 183 180 35
r6bM,4 3 13 41 10 54 389 47 9 31
e0bM,25 1 595 755 268 660 663 3479 337 1075
CqbM,71 152 849 389 2867 8 383 252 2 769
0pbM,0 12 91 1459 689 312 432 1937 1281 237
p7bM,58 53 163 214 232 3624 0 1913 3725 494
1pbM,3 6 324 414 89 1921 4 247 8 38
H8bM,61 433 1003 14 3176 141 1196 1059 3011 25
RObM,4 13 54 154 3 1001 3248 28 33 10
6CbM,985 2 7 191 522 461 498 44 183 580
V9bM,412 447 215 0 21 23 217 915 79 790
5sbM,21 24 23 73 450 554 158 2 1899 203
bKbM,87 15 18 244 333 1751 545 2458 536 1779
LybM,25 3815 1868 1 16 1130 3838 3431 35 865
8UbM,0 5 1 16 486 1303 1903 733 668 27
aubM,46 114 107 138 44 109 145 2 785 162
RPbM,953 2622 39 66 932 3515 2231 207 1846 1876
knbM,3 4 324 6 9 14 33 13 28 38
d5bM,7 2 315 283 1382 1042 344 505 316 196
WxbM,41 205 429 389 13 556 1028 99 8 381
b4bM,67 12 140 18 15 0 432 64 689 696
xvbM,0 1 5 535 1358 2014 16 3303 2939 105
0ZbM,87 18 15 1751 25 318 19 60 365 2
1hbM,0 12 91 237 1459 3144 432 675 3607 1281
KQbM,110 644 1028 0 8 2384 1108 1 329 2848
3rbM,31 47 2 19 179 39 84 17 174 40
IabM,8 944 175 89 141 396 136 911 6 210
ctbM,1301 62 26 7 161 2 296 417 193 141
whbM,26 466 194 441 181 39 445 222 216 292
hybM,623 7 2 26 379 199 593 724 1051 280
KkbM,3 4 324 89 13 6 54 41 71 389
jzbM,4 3 9 10 28 13 6 33 38 14
GLbM,51 137 45 77 56 2 540 298 442 1516
0VbM,6 8 834 3 206 650 894 3479 3082 3847
3ubM,11 52 1428 118 821 62 606 296 79 1128
7wbM,175 164 89 13 201 4 8 33 2530 300
x6bM,8 6 690 383 175 414 807 812 539 954
VHbM,459 254 242 0 1 299 313 1638 360 277
uNbM,64 44 113 2 119 46 155 848 425 186
GjbM,48 2 7 224 177 1429 267 344 1275 566
E5bM,17 2 7 19 129 511 1447 2214 793 11
aabM,59 18 43 101 15 1685 60 571 823 604
gbbM,23 21 217 215 447 0 915 412 3245 790
ONbM,24 1 74 131 1222 23 21 684 471 617
mtbM,803 2 56 45 632 51 218 7 77 3483
fpbM,9 10 37 34 2261 4 1830 2996 2756 1566
DPbM,1 35 246 0 192 183 147 36 294 331
PjbM,3 4 10 9 6 324 13 37 28 3107
