VideoId,Label
H9dl,3 6 4 8 28 10 237 38 13 414
uNdl,1 0 2669 189 2171 35 63 46 977 192
hOdl,5 16 1612 618 1312 744 2674 1184 1706 84
Bgdl,1 0 36 132 142 147 185 157 153 94
9adl,53 58 151 228 68 2 72 166 2020 280
kHdl,32 20 29 11 22 221 122 112 1156 444
aKdl,3 4 28 13 33 6 38 10 31 9
b7dl,59 18 238 43 274 366 15 668 178 604
4hdl,611 1790 1534 5 1309 579 1 0 203 651
vJdl,61 433 3176 14 308 670 2034 94 1059 132
s8dl,5 301 31 1312 2322 744 16 618 362 169
1Pdl,93 102 0 2811 1 2029 1193 139 1654 1802
3Ddl,17 19 2 128 7 443 149 30 272 448
7Jdl,478 0 1 3796 1898 1258 180 9 27 3427
kkdl,52 79 0 125 8 110 164 1766 12 1317
Ojdl,101 43 59 18 286 60 873 1685 1032 2490
KEdl,0 261 1 333 1348 360 696 2260 2134 210
AMdl,12 237 92 0 21 15 885 329 343 225
5gdl,85 35 1 0 245 134 186 3612 192 690
hSdl,52 70 125 0 1 440 1038 705 3144 82
zedl,76 2 281 227 2936 446 7 17 3804 2302
mJdl,9 37 10 309 421 935 2427 1793 2624 4
U6dl,1 159 375 146 289 1521 1686 105 1196 2947
vgdl,30 2 55 17 7 1888 413 104 361 1592
cgdl,3 89 6 13 201 324 8 175 4 310
Zxdl,6 8 41 3 99 206 205 1395 857 39
9ydl,15 67 18 140 1174 2990 96 2256 11 789
8Zdl,6 8 650 206 3737 194 441 31 894 383
Yjdl,8 71 807 383 6 1727 205 894 206 2967
DNdl,3 6 3186 1312 539 201 23 3479 1594 3560
Cxdl,101 43 59 18 286 60 3703 549 991 1685
Lzdl,3 6 4 28 13 10 38 33 188 324
Jxdl,49 569 80 127 950 334 11 277 1237 20
fQdl,0 63 1 167 183 331 192 105 294 245
Nidl,106 1780 1 192 203 23 1629 11 21 0
Ymdl,158 146 279 454 180 1010 439 1905 317 638
1Mdl,3 324 6 1078 54 61 89 433 420 911
4ldl,588 24 200 275 1462 23 1285 21 74 584
T6dl,23 21 24 288 73 322 2619 504 2035 676
gldl,3 324 433 1003 6 28 61 248 89 237
kydl,14 146 282 2626 71 2013 944 1109 1842 1781
Ffdl,9 10 4 34 421 37 13 550 889 2541
3Zdl,25 225 1070 734 682 16 2258 268 1127 755
lvdl,61 725 8 5 578 1108 49 1418 301 3575
rOdl,237 12 145 46 2 44 114 675 806 107
S9dl,1637 1095 21 23 590 410 570 2 43 105
Psdl,477 11 1254 798 7 971 2 62 606 1042
kidl,4 3 188 6 10 13 594 54 2281 9
WGdl,1 1220 0 268 69 665 478 35 3327 3173
uSdl,35 0 134 1 1445 3612 230 1169 591 1491
PQdl,8 0 806 6 5 161 206 183 2623 362
yMdl,511 11 3061 798 43 363 126 2450 1121 239
2hdl,3 6 324 248 237 1187 1473 8 939 675
Jsdl,44 64 119 113 186 425 2 46 1172 1090
CDdl,205 857 598 308 453 1481 89 41 1064 2626
7Ldl,952 400 641 1608 15 170 1152 18 380 67
WBdl,6 8 133 807 944 206 3 834 1727 2671
xQdl,0 241 856 1562 1 102 93 1438 1006 1598
J6dl,0 1 5 1819 35 628 309 436 613 234
uYdl,25 595 660 337 2111 1362 1075 1116 1024 976
RCdl,5 16 362 1862 826 744 1524 2855 81 1312
Sfdl,1 740 0 25 69 5 16 2008 2708 362
11dl,2230 60 291 995 519 869 428 1238 427 239
rZdl,5 613 1 3826 738 0 1718 1374 822 309
CZdl,347 2 51 45 56 7 237 525 212 780
PCdl,261 1348 1292 360 1737 333 1690 110 832 530
madl,184 380 400 416 88 307 1152 364 614 1013
49dl,152 293 71 1313 401 849 66 390 1346 127
2Cdl,3 6 4 324 675 389 690 38 10 1473
LDdl,62 259 11 2 7 113 119 26 475 83
o6dl,222 181 216 249 39 950 1086 2024 202 1237
Sadl,31 47 4 40 300 3 2424 10 13 1461
Akdl,19 448 17 1073 55 659 48 272 0 143
Fddl,101 43 59 18 60 286 385 549 76 419
vfdl,83 2 11 7 601 751 804 262 820 62
8Cdl,0 1 5 358 108 467 678 105 183 234
judl,748 390 3395 1112 62 485 879 646 1577 1017
yAdl,3 324 201 89 4 6 9 10 13 1058
e2dl,327 772 587 967 1347 5 626 159 3110 1
QAdl,3 6 8 1417 1107 939 690 99 16 0
sodl,8 616 1455 189 698 812 0 578 966 1376
Nddl,116 2 7 95 1012 1397 1373 297 165 2486
jDdl,27 0 1 2536 88 2758 291 245 192 3736
sgdl,133 325 6 2671 726 8 3 2715 653 2002
rTdl,2261 1295 4 10 3 1151 2937 9 1542 97
4Kdl,7 1673 2 90 873 1983 62 3359 15 1128
kBdl,2 1068 182 76 446 1192 17 30 7 43
etdl,140 18 15 67 1831 1122 1064 1954 3151 170
EXdl,66 3154 749 557 410 148 21 593 61 23
mjdl,12 0 91 1417 271 139 231 705 3167 689
IOdl,19 2852 1 3238 0 1198 183 3290 17 448
Dndl,133 325 1027 2982 3824 2364 2002 225 2671 8
dSdl,30 2 55 940 1741 17 361 340 196 143
OSdl,11 20 29 22 1115 32 1136 123 368 991
9Zdl,9 10 4 34 539 3 3101 3271 754 6
bWdl,0 1 1141 1483 69 934 5 1256 1710 1319
lWdl,4 13 164 806 79 168 14 3 330 0
WIdl,50 493 65 256 39 1782 850 503 931 998
o8dl,151 72 68 803 230 418 354 1 2807 0
ALdl,8 6 834 383 332 894 206 2399 3737 558
iKdl,24 0 1 322 73 21 23 15 288 63
CBdl,15 87 18 545 244 1751 536 2584 1779 2752
Gedl,1 0 5 2666 27 2094 16 2865 2022 2040
3Tdl,127 49 1199 2725 2887 16 80 3042 861 260
Ggdl,2214 179 342 172 50 46 2 7 195 237
Tydl,175 89 8 201 13 164 6 685 54 4
nJdl,46 114 2 44 107 145 162 1603 2562 1164
xFdl,27 0 1 313 1277 262 88 192 580 244
3Ldl,7 2 171 2532 3450 3373 267 224 2199 1435
uddl,0 1 628 2516 234 1119 613 309 2267 5
1adl,99 25 518 133 726 944 3431 370 16 84
5edl,730 816 592 401 434 49 1658 16 5 2607
Wvdl,3 6 28 89 38 324 13 54 4 8
z9dl,9 10 34 4 37 309 409 14 889 1018
1Bdl,5 144 190 84 16 384 169 362 743 1251
Yidl,260 371 80 49 285 1363 11 1325 3585 2659
HRdl,71 152 14 176 849 8 944 2867 11 293
7vdl,0 1 654 153 562 180 219 828 968 546
wwdl,1136 11 22 29 1115 20 1356 123 32 1145
Bpdl,140 15 18 67 2212 1122 2026 2053 1353 1954
z4dl,2 208 75 745 7 1205 17 464 1453 902
B4dl,61 3575 1059 599 62 3011 564 621 3176 193
y3dl,31 40 57 47 117 1149 2347 626 744 301
9Hdl,2 7 21 23 1930 2289 1087 3246 1660 937
kAdl,2 7 90 1930 1739 283 1373 297 224 197
bHdl,0 1 817 961 144 949 33 449 1424 42
ICdl,13 4 41 3 389 54 10 154 351 8
T5dl,220 126 1548 276 15 1123 112 2652 3059 11
mQdl,1 0 337 35 960 2523 1778 815 14 192
eEdl,279 146 158 454 439 1010 2934 2355 2856 2209
Nldl,5 362 144 16 190 301 516 3087 384 1912
y4dl,46 44 138 114 109 2 107 145 507 785
Itdl,591 761 0 1 1647 1686 102 582 561 865
uvdl,25 630 662 3433 2757 315 282 2519 3517 1540
8Pdl,15 2173 499 1580 3132 1263 96 1666 1225 18
tsdl,8 6 807 539 1001 812 110 201 834 0
Sydl,0 1 219 180 27 562 546 657 828 968
hTdl,30 2 55 905 17 940 196 1762 1492 1197
tGdl,25 2372 1100 1354 1 93 102 282 3805 0
Rldl,629 275 1890 193 631 2092 1739 1 165 697
MLdl,0 1 5 147 643 898 36 94 180 294
Hldl,3 6 8 4 1356 414 597 1473 558 89
psdl,19 17 448 2 48 7 443 1023 272 659
IJdl,195 12 92 133 2079 2872 179 451 939 1293
AZdl,19 258 1991 17 48 2 7 1519 1198 1179
bIdl,50 65 256 998 661 39 763 503 850 1620
EGdl,43 60 101 642 873 2 17 252 491 7
qMdl,522 2 1561 364 191 7 3847 88 580 17
Csdl,253 92 368 11 1865 3650 15 1107 429 161
78dl,697 629 74 200 275 2092 1 1235 341 1462
Fgdl,305 2 7 500 1310 104 3483 53 2477 2453
3Ndl,1151 8 592 6 1840 2578 225 2380 89 93
tEdl,219 0 1 968 1322 142 180 546 36 2672
Hedl,8 6 383 206 650 834 54 13 97 3
Fedl,542 0 74 1 131 106 1172 105 27 80
jKdl,50 441 2015 39 194 203 770 1159 816 242
rddl,3 4 13 54 10 6 9 154 14 1811
kddl,89 201 175 41 255 13 8 1921 2530 247
7tdl,33 78 28 86 38 257 553 4 987 1088
tHdl,33 28 1088 78 987 86 38 779 257 553
wHdl,0 1 3645 42 102 139 111 93 1665 431
kpdl,12 237 675 44 2 82 109 0 46 2874
rjdl,133 325 4 6 1630 2684 225 3 1027 1716
Pudl,410 858 61 31 638 24 21 343 391 41
hpdl,61 433 3 1059 599 1921 1003 3575 2 2933
COdl,422 1267 1007 485 15 354 1112 1712 390 701
OFdl,1 0 2922 35 357 916 372 1955 1335 2171
m1dl,14 146 332 944 3153 39 66 3469 71 6
uIdl,218 56 2 803 45 3483 7 197 2727 51
vjdl,9 10 34 4 3271 840 3 13 2624 539
Uidl,3 6 54 13 4 8 41 97 1947 1690
2Hdl,3 6 4 10 324 38 13 9 159 28
J8dl,1973 969 903 2715 7 11 2 2312 104 2206
vAdl,0 5 1 84 486 1268 2316 449 139 81
esdl,9 34 10 4 840 2582 3271 37 2047 889
w6dl,2 495 464 7 710 196 30 62 2816 90
PJdl,302 11 1126 291 220 1625 1450 126 3070 1591
ZOdl,2 7 522 62 344 566 464 1771 2790 373
0Kdl,12 237 675 0 3144 523 272 531 1424 19
bRdl,64 46 119 44 113 2 155 179 2422 848
WAdl,408 515 30 2 55 17 2809 1197 837 1492
Todl,450 63 0 1 245 2813 989 2478 79 590
Rvdl,12 0 312 237 91 1459 3144 675 1224 1281
8Xdl,429 205 1945 312 0 12 806 79 88 749
QCdl,99 716 911 291 2480 518 8 839 11 176
Rrdl,1123 220 126 276 11 2 1797 112 15 464
S8dl,1582 0 607 217 215 242 622 1 459 277
98dl,518 99 944 716 46 191 252 248 662 353
wGdl,40 57 117 31 584 348 47 1476 599 13
ggdl,5 16 49 3670 301 2347 1034 3087 1532 919
Xudl,225 1499 12 332 282 92 2079 430 1346 66
n6dl,273 160 60 231 491 166 642 398 1002 53
Uvdl,39 156 121 207 202 233 529 627 393 338
1Ydl,161 100 8 356 3695 567 92 1223 1103 110
J4dl,241 0 1 1114 1006 61 35 916 1562 150
07dl,14 2 61 7 1540 25 433 174 457 283
b8dl,3 4 6 28 13 38 33 324 9 10
RUdl,3 6 13 8 89 54 2495 433 2839 1247
Jhdl,653 225 25 734 354 1297 0 1 16 690
DKdl,0 1 741 189 1143 25 831 180 35 157
Dydl,1608 2562 400 1152 1493 557 1713 1095 261 392
lddl,40 31 57 47 117 348 3011 1800 309 61
0qdl,0 319 1949 1802 644 1 69 5 2921 362
ZRdl,152 71 1640 401 25 293 420 7 3847 66
1qdl,100 161 356 1515 704 567 1906 1221 368 1103
pSdl,3 6 8 433 4 558 1259 1971 474 812
vddl,26 902 999 593 149 64 75 2 7 729
0Sdl,3 4 28 13 6 33 324 10 38 54
xkdl,3 6 4 13 28 10 38 33 54 97
zLdl,0 1635 1 19 2093 150 3687 35 204 1160
ffdl,8 125 333 907 14 806 3409 846 271 1702
Y9dl,2 30 17 7 55 19 464 196 2809 940
jAdl,93 102 0 1193 1 2219 2811 2975 449 1438
CEdl,25 11 734 20 505 315 511 88 3431 22
TRdl,2 7 1386 90 710 165 267 2233 75 2132
Qtdl,14 6 944 1876 9 1964 2960 66 99 293
5Cdl,4 14 3 13 6 9 28 10 3469 33
TFdl,32 29 11 221 20 472 22 112 605 1096
I3dl,3 54 13 4 41 168 330 1242 6 2951
krdl,116 2 7 1372 1012 3440 1266 1904 344 171
R2dl,969 813 903 829 11 2206 1540 368 2715 1792
yOdl,21 23 343 260 24 187 875 2659 858 3395
aRdl,23 21 24 73 504 288 322 115 684 1066
l1dl,26 130 610 199 1250 435 607 362 326 636
0edl,92 110 369 884 0 161 1737 1463 329 1223
Y0dl,46 3328 44 155 0 109 264 162 119 64
lcdl,126 200 187 209 106 220 15 23 276 2753
Fzdl,26 194 1944 441 445 184 39 839 466 1259
dzdl,19 2 17 7 149 272 128 26 64 1040
70dl,14 4 9 592 13 6 10 301 333 38
xydl,6 8 3 558 206 806 598 89 13 474
52dl,6 8 3 894 1679 2967 558 2403 1395 2287
Tmdl,11 50 338 301 1540 33 39 866 1250 304
Smdl,27 0 1 262 294 192 35 2267 3700 2536
Zfdl,15 862 18 363 3539 239 686 67 1098 96
7mdl,1560 11 302 20 1186 1034 22 438 1126 576
F0dl,31 47 4 40 3 6 57 626 8 159
sIdl,33 28 78 38 257 553 86 11 9 889
vtdl,79 0 91 376 884 312 12 806 110 918
L6dl,15 18 1543 96 463 11 88 307 981 2995
bbdl,400 641 614 2076 952 184 307 1152 1927 88
UOdl,2 76 7 281 64 571 17 1460 3804 1068
xcdl,412 447 0 5 1 16 215 217 801 328
7Pdl,103 346 82 350 537 8 118 440 1417 642
R1dl,7 2 198 197 316 283 90 792 457 531
D2dl,0 949 1 102 893 93 63 2716 590 180
ezdl,3 2 193 1921 6 28 310 1107 7 1
vldl,0 1 1385 1422 180 774 2133 2344 489 776
Ogdl,8 225 6 25 71 152 3 433 201 54
6Jdl,97 870 552 13 700 243 301 146 278 10
O5dl,0 159 1686 1 241 1336 1817 591 836 102
3rdl,128 17 19 7 2 48 174 469 715 272
RWdl,140 67 18 15 2564 2212 1486 1287 1954 1831
sXdl,1157 1528 20 11 22 576 32 829 29 969
kBdm,6 8 356 100 206 3 690 834 161 1003
YKdm,26 2661 527 11 1250 2630 199 526 370 368
J3dm,2854 61 14 39 866 65 80 2 11 1766
POdm,16 49 5 194 984 598 3378 26 1609 1071
s9dm,390 1117 293 1286 557 20 701 66 50 422
ykdm,31 40 47 57 159 309 4 626 1149 2556
UWdm,92 110 369 329 832 161 125 690 2602 1234
8Xdm,93 0 139 102 1 449 675 1193 3026 3555
ebdm,82 118 103 1293 2736 537 195 12 346 0
8ndm,0 3306 1 859 275 200 63 3843 106 349
Eudm,16 5 25 1 864 0 1023 234 3370 442
3Mdm,354 5 801 268 16 2010 328 362 755 1545
I3dm,482 398 60 43 501 166 1290 353 333 2
VKdm,14 2388 418 578 61 1637 1876 25 68 132
Qcdm,241 134 0 106 640 27 1 15 1534 21
Fkdm,43 101 286 59 60 18 1975 873 1415 1685
mzdm,1079 388 1277 2883 1853 27 418 606 80 252
O7dm,3407 1493 2562 39 453 1095 2 26 674 7
Oodm,0 139 1 459 242 254 35 241 354 675
UQdm,24 131 74 2962 21 23 158 115 1235 279
Uwdm,2 30 7 196 280 1042 942 940 3005 90
Vbdm,39 121 50 202 207 393 233 627 1782 65
Imdm,5 0 1 362 16 3639 535 590 349 744
Hmdm,148 253 271 66 1273 3449 1062 1786 3276 3650
rhdm,79 0 918 91 450 63 376 2478 12 1
pwdm,3 4 10 28 33 9 13 6 38 324
ALdm,13 97 6 585 3 4 188 8 551 10
U5dm,32 22 20 11 29 120 1775 112 747 1671
aTdm,65 50 355 1072 781 1500 503 998 493 256
4tdm,332 521 66 242 285 293 16 2593 0 1
ipdm,3 4 6 225 8 300 539 10 97 1074
ycdm,27 0 1 1077 291 668 3700 88 192 183
HMdm,3 6 433 28 1473 61 38 8 4 157
0mdm,451 468 1673 1128 90 2804 3332 1430 2250 1848
5Odm,84 5 169 1939 16 3038 405 922 362 144
badm,2658 195 293 932 2002 3343 50 66 179 53
Aedm,21 23 24 322 288 73 2414 858 2619 343
g2dm,133 4 325 1630 1027 1046 2960 726 2715 2671
Iqdm,3 6 433 324 248 1003 61 4 99 13
J8dm,8 29 406 154 32 11 726 20 173 221
7Tdm,1 0 1207 5 108 81 744 1605 234 301
tqdm,0 12 91 675 237 79 1459 312 1224 689
Fldm,0 1 63 70 125 3761 52 989 1047 2435
Wjdm,12 0 118 237 17 82 92 19 685 52
h8dm,126 220 511 11 2000 276 1625 15 291 2154
kWdm,99 716 154 3576 13 26 130 4 28 201
xFdm,4 13 3 54 671 33 38 97 10 164
5pdm,10 9 4 1542 550 2261 1295 6 3 970
k2dm,8 6 14 206 650 690 812 2857 894 521
OJdm,0 1 534 5 105 395 1607 2498 42 739
u2dm,0 523 802 12 82 1919 160 118 63 237
o0dm,1770 424 157 294 1293 92 1 918 115 85
6ldm,14 9 4 7 97 3 13 2807 266 10
35dm,62 2577 646 11 3362 1428 1154 1634 2369 498
sPdm,63 1 0 2317 2813 167 352 450 575 331
30dm,9 37 10 4 421 2427 34 1523 2515 2334
ggdm,46 155 44 114 138 2 145 264 107 162
KEdm,346 103 82 350 537 118 1417 894 0 440
pkdm,126 2916 1188 220 1964 276 15 11 18 289
Cvdm,2647 31 1367 453 194 26 2562 39 308 11
u0dm,2 7 451 11 428 43 30 126 291 2000
jIdm,8 71 6 3 1187 152 812 2746 1195 383
Kndm,113 119 465 64 2 186 291 11 475 425
hwdm,5 144 190 384 16 2237 1177 2375 1080 84
Q5dm,5 1545 16 2674 1579 268 1 354 189 645
Z3dm,8 812 383 206 205 1199 807 834 846 698
N2dm,25 595 660 1 3431 2469 1868 0 337 1842
63dm,7 2 508 75 2080 197 224 252 315 283
6Xdm,13 54 4 3 97 10 243 278 351 41
kXdm,43 59 76 101 18 2 667 571 60 871
zPdm,7 2 1142 3374 1460 2552 197 165 1038 1252
UOdm,669 60 289 419 571 1238 1055 1918 146 1393
UAdm,0 1 5 532 1250 2242 215 81 2513 42
QVdm,56 2 803 51 45 77 632 218 525 1052
4hdm,0 1 42 2991 1562 241 1491 61 139 1887
6cdm,347 1771 313 88 251 606 2 64 2012 508
E1dm,577 33 1 0 11 28 78 193 1501 1424
oEdm,46 44 145 2 107 114 109 138 3048 162
Hcdm,9 10 550 2261 34 4 351 2958 840 889
ujdm,0 1 35 108 81 144 5 590 819 476
9bdm,0 621 1 1071 241 132 309 938 486 301
sndm,75 2 7 90 508 62 15 1428 810 172
1cdm,14 459 6 662 254 3469 2147 1570 1964 146
Ujdm,3556 158 43 284 53 475 58 2 425 113
Xzdm,5 731 1541 2207 0 1 150 14 244 2529
m1dm,12 312 92 1716 195 3144 133 883 2544 79
Lvdm,31 40 57 47 117 492 5 1589 1100 309
5mdm,0 69 1 2704 5 2017 236 934 649 1141
OVdm,1 0 36 403 367 94 132 180 142 157
xOdm,2595 3491 2167 159 951 1 35 25 5 0
M9dm,0 12 3144 432 689 118 696 91 1281 448
2fdm,1 0 48 258 926 19 35 85 1054 2795
axdm,0 1 93 102 2219 774 35 1193 27 111
Lcdm,139 0 1 730 431 532 254 578 42 875
OBdm,332 521 66 293 8 6 1248 1003 1313 14
68dm,83 542 262 601 0 1 751 254 11 1081
r4dm,0 695 2886 201 1432 812 272 2643 139 14
nYdm,576 1157 26 11 1528 527 334 817 250 370
RAdm,66 148 293 2566 2113 766 39 879 1537 2015
OOdm,25 1024 1 1100 337 3805 1960 93 3626 102
ukdm,141 354 88 252 16 1771 5 875 898 580
qcdm,0 459 242 27 63 61 1 14 633 28
2vdm,5 16 855 362 244 15 136 533 532 18
y5dm,12 0 237 1937 689 675 523 2717 3144 432
oWdm,35 1 230 0 134 1169 85 110 1836 768
91dm,3 13 4 41 61 54 1811 201 433 3824
uCdm,19 30 2 17 55 3071 2036 53 128 58
jqdm,6 8 558 3 690 4 206 806 812 894
9Hdm,12 0 3144 237 63 689 1 1293 1937 336
Xodm,14 9 146 1964 944 71 34 1690 2691 3337
iodm,1090 1044 15 1 0 1832 484 532 1403 1687
Qwdm,21 24 23 343 115 410 1899 858 2454 39
u4dm,1 0 35 357 16 372 657 25 1573 436
WWdm,39 121 156 338 202 207 529 1086 233 627
cEdm,106 0 3843 2540 607 1 74 27 1235 11
S5dm,705 52 0 12 312 3144 1038 70 210 1293
VIdm,2824 352 0 110 329 1185 1229 92 2169 884
uLdm,2364 15 536 1014 87 8 2794 18 252 2336
Midm,480 72 68 452 58 53 2 280 98 104
RVdm,7 90 2 83 235 224 1739 283 297 1575
VLdm,290 431 0 42 1 586 111 1427 110 1887
T2dm,2055 260 21 23 3182 80 434 3585 371 217
NKdm,58 53 232 163 60 427 340 1964 1423 3725
q1dm,8 6 1295 3 10 3344 4 2937 9 2186
Rsdm,12 0 91 237 312 3144 336 1459 1281 1937
ufdm,2 30 3689 17 1197 55 15 608 143 7
1Qdm,1 0 35 180 2022 774 2525 2765 3299 517
tmdm,1 0 35 1479 924 2340 851 230 85 768
4Edm,0 12 91 63 336 1281 689 2717 675 1459
X9dm,343 3150 146 858 3272 1061 875 1867 66 158
FHdm,15 18 603 87 3581 1376 2368 67 244 19
sbdm,12 0 237 91 1281 3144 432 1937 689 1293
NWdm,0 1 180 153 438 1544 1326 677 828 219
H4dm,1 1268 132 183 491 231 0 1562 93 856
G7dm,87 15 18 3581 536 0 11 19 318 2368
yldm,0 1 1903 16 262 147 5 1123 35 2
t2dm,279 158 146 439 454 2856 2355 2934 2807 1010
pCdm,1295 2261 33 61 1840 71 843 28 2734 1652
Kxdm,255 1097 247 141 42 1 0 1833 27 2714
Nldm,2147 5 0 301 362 16 1 590 744 2940
78dm,54 154 188 13 89 8 201 749 392 4
Kedm,3 433 324 6 4 1107 13 54 2746 1189
mYdm,0 12 689 1281 3144 91 1 1937 19 436
Dqdm,0 1 640 2984 974 997 887 63 21 192
N1dm,7 2 2097 1664 2477 104 174 1158 197 563
OHdm,9 10 34 37 4 421 2624 889 840 1523
8Hdm,1283 8 846 1095 1765 127 606 1025 148 958
cVdm,972 3814 1100 189 27 1668 638 997 831 3536
m7dm,52 1233 0 354 226 698 125 978 362 16
64dm,12 0 237 3144 1937 42 1 195 312 52
HUdm,24 64 149 21 26 23 259 2542 115 113
JQdm,66 1876 879 148 1117 332 50 14 1537 390
09dm,14 2883 2 134 882 85 46 663 61 3153
SRdm,79 0 12 523 1458 802 19 125 17 92
aLdm,313 88 347 56 1161 2 1020 2105 191 1945
70dm,75 2 7 100 210 843 464 161 2075 508
vGdm,5 16 0 362 1 1392 1312 769 136 597
7rdm,0 607 622 11 49 1300 498 217 146 449
xwdm,23 21 24 858 73 115 520 1321 471 343
e8dm,50 503 65 355 493 1072 39 781 2854 1782
Bfdm,12 0 237 675 118 79 1937 3144 272 1459
yzdm,0 1 42 108 124 409 881 1250 5 81
jMdm,8 2016 99 716 3544 71 6 944 726 14
9xdm,1422 1 36 0 2 1804 147 132 294 7
C9dm,1676 2634 584 21 275 496 288 2892 209 23
zYdm,1 0 517 1691 35 180 2765 285 1586 591
cvdm,23 21 73 24 676 115 288 2619 504 322
WOdm,222 216 249 181 39 950 2610 569 445 2519
Q8dm,440 82 118 103 0 696 17 125 19 675
mAdm,0 1 180 153 36 2435 403 294 367 562
SVdm,26 259 379 844 2 260 130 64 113 610
XXdm,93 102 0 449 1 2811 2975 856 2219 1193
8idm,17 19 2 149 48 64 7 128 272 448
Cadm,0 1 35 63 51 3555 85 56 227 180
ECdm,342 195 2002 225 12 1641 2079 592 237 1499
xWdm,222 181 249 39 216 950 441 817 1944 2659
aVdm,19 17 394 2 7 448 128 48 841 373
xgdm,139 0 1 5 183 189 1903 349 730 192
bFdm,1767 2 7 83 17 2132 11 3052 923 531
8Ndm,5 84 169 16 405 3038 922 362 973 301
cudm,25 282 1362 595 1 1338 16 2891 225 3431
7Ndm,25 1 0 761 227 591 35 1327 245 2295
aqdm,61 14 8 2 7 1605 578 280 913 391
Drdm,348 833 1461 31 300 2418 3 389 40 1357
Sjdm,18 1511 15 59 1121 2309 43 60 1260 87
U1dm,2164 0 1 739 193 535 42 2061 809 1720
e4dm,46 109 44 138 114 145 107 2 162 602
ABdm,3 6 324 4 690 940 89 10 14 0
Q6dm,20 11 22 123 250 176 3417 211 32 462
VAdm,1911 220 126 276 15 641 291 1997 2888 11
nldm,50 1782 503 65 493 39 66 355 998 1527
uZdm,2 7 1669 235 1747 266 361 3278 1000 702
Mcdm,0 1 2064 615 81 108 309 159 234 590
ZNdm,3 1109 310 731 3153 222 592 179 2626 1074
Lidm,41 3 13 4 389 205 54 8 6 99
90dm,241 0 1 449 19 35 2819 1722 1445 644
nBdm,1076 15 555 360 18 67 641 140 2012 178
Qidm,8 894 206 474 6 82 350 227 446 103
N9dm,2 90 7 95 1029 1214 75 297 165 2290
ANdm,23 21 24 115 775 1705 651 718 2614 410
24dm,0 1 3742 35 436 349 476 69 110 2171
r6dm,6 8 3 332 558 1579 3153 3479 834 2816
w7dm,25 16 2138 1 2010 337 203 735 741 897
dcdm,187 74 24 1 1235 838 21 23 106 200
mqdm,2105 1226 191 685 2 313 429 3707 1945 295
aydm,61 1694 433 913 154 3 5 0 330 63
xbdm,2 7 3246 90 104 2075 1460 165 385 757
rwdm,5 16 136 2124 442 2959 25 1915 26 396
Lbdm,3 61 433 6 8 1003 3575 690 2152 1652
Rldm,14 2308 578 2807 61 418 1853 2746 245 21
bRdm,1 0 1479 35 924 2340 230 2224 436 2382
rQdm,94 36 1 0 147 132 142 294 183 192
TVdm,75 172 2 95 165 1202 7 1502 224 267
lMdm,117 40 626 57 31 159 348 47 13 54
fHdm,182 12 392 17 76 2 92 1068 1396 1919
EJdm,4 3 9 28 10 33 38 13 6 37
pZdm,26 1 130 0 199 808 435 1250 915 180
ZHdm,0 1 768 27 134 35 2540 769 714 139
xEdm,1900 1334 146 289 1120 723 2626 1014 1461 556
sCdm,238 274 366 59 227 18 773 43 289 15
Lpdm,106 1375 200 703 864 0 438 27 1562 219
nVdm,61 5 16 433 1003 14 85 141 1172 28
20dm,8 6 1295 558 690 834 894 2186 28 414
W6dm,2605 15 18 314 1263 96 170 1360 2266 363
dpdm,23 24 21 1222 471 718 1321 158 14 115
r9dm,182 634 392 76 1611 166 2 160 901 990
EXdm,3 6 4 433 28 324 38 1473 675 13
TBdm,1664 7 2 90 3268 2289 1660 15 1363 375
L0dm,9 37 10 4 421 2756 2624 34 1523 1065
nrdm,92 110 884 161 369 329 100 2494 1234 1062
3Kdm,2920 234 108 81 1228 1033 1 5 678 3669
Vedm,360 1933 19 53 311 0 261 210 2134 58
j0dm,289 669 571 480 68 419 2 592 53 58
sFdm,36 185 132 192 142 582 455 147 23 1
hjdm,3 4 13 28 9 54 6 188 33 10
mHdm,5 16 1132 764 136 618 1612 1395 1679 1184
Fudm,5 16 1064 1034 3625 1860 244 1057 1718 292
bjdm,148 766 66 8 253 879 1187 271 332 1194
RJdm,241 0 1 19 8 1654 150 93 102 449
pAdm,5 16 2403 244 292 1082 88 1395 2679 49
QIdm,2 7 235 90 283 2682 174 1087 1000 165
Kddm,6 8 3 1191 332 1187 3479 834 99 558
Qedm,69 1 301 0 378 2300 25 5 1350 2322
Xkdm,53 58 163 232 214 60 427 494 2 340
tddm,1210 270 180 146 304 937 23 993 158 1010
sEdm,8 251 1147 71 1414 1578 357 261 298 7
xmdm,8 1737 110 846 2260 1147 180 6 304 175
5idm,63 0 167 1 335 336 1990 12 633 1469
jPdm,27 0 1 35 875 1305 622 3612 590 85
YOdm,796 67 15 18 140 1486 3220 59 1434 2142
K0dm,3 6 4 28 38 1473 13 33 324 10
ledm,0 1 5 1710 69 447 1319 319 2017 362
Iddm,3 4 9 10 6 13 28 38 324 34
yUdm,1 0 48 19 258 2162 183 2795 35 192
FSdm,19 17 2926 2 48 448 272 7 1381 3117
Audm,783 11 262 1613 1389 620 798 804 15 2154
MAdm,3 324 4 28 89 33 38 9 6 13
bTdm,410 722 3108 24 2092 1966 105 245 7 269
isdm,461 498 1325 2100 2 11 7 62 2598 1713
