VideoId,Label
qGad,3 4 13 28 6 10 9 38 33 54
otad,0 1 81 5 108 615 3669 35 203 819
Rtad,2 252 7 160 17 1948 361 2413 344 104
STad,8 709 726 2380 6 133 325 662 1594 1411
Kqad,0 1 132 36 142 94 147 192 183 124
3Had,83 2 541 7 820 2130 1526 262 563 1838
Xvad,25 1 0 1362 865 35 3805 1354 1100 282
fbad,7 2 198 1436 1012 171 116 165 104 2075
Xgad,3 6 4 324 9 89 10 28 13 38
Hvad,34 9 10 840 2996 1566 3271 386 4 37
tyad,8 6 690 3 834 1295 61 53 2152 125
aoad,33 28 78 38 86 257 4 13 553 2515
rXad,27 0 1 580 183 192 294 105 590 88
Ptad,523 802 1458 0 12 79 125 237 333 46
CJad,459 242 254 470 332 832 441 1364 194 2269
38ad,3 4 237 10 324 13 675 944 89 9
dBad,14 2308 578 402 418 410 1107 592 725 1786
fkad,1562 0 1 1438 670 42 61 735 2991 2339
8uad,0 1 417 784 69 739 535 1085 3308 2621
eSad,6 1679 8 1395 136 41 3 2967 16 1140
eGad,3 4 13 41 389 10 9 6 54 598
bHad,18 15 314 170 1247 1360 67 140 1580 2605
krad,392 277 182 2369 11 251 1634 15 2108 899
Guad,43 59 76 18 101 2 385 60 284 1685
Ycad,49 127 277 787 80 3042 770 1 0 3609
Dbad,14 146 61 2807 49 21 3630 672 23 127
mSad,761 591 0 1 1780 561 106 1359 147 93
wHad,575 1 19 2110 1284 1266 7 2 0 165
pIad,2465 0 136 1 3195 203 25 467 16 259
dVad,4 3 33 28 13 38 10 9 6 78
bTad,172 2 7 75 297 95 235 1628 2859 267
ziad,5 26 0 938 919 16 1 695 1481 130
Bjad,438 0 1 76 446 2 281 227 27 331
SRad,227 3 474 76 2 54 13 100 4 1807
9kad,962 876 1128 259 2 993 1559 1673 606 1983
NZad,13 3 28 6 33 38 4 330 433 61
MFad,360 311 428 191 299 248 1389 141 746 1289
z3ad,0 12 118 1624 689 696 1459 806 82 1281
XRad,3 539 41 28 4 13 6 433 237 324
Epad,12 195 1424 237 2736 0 92 2551 2 675
h2ad,14 4 28 13 9 33 31 38 40 57
Skad,3 4 6 10 28 13 38 33 54 1715
IGad,14 359 296 913 25 6 734 1014 882 815
FXad,11 29 22 123 1501 2 176 32 7 817
8jad,1587 21 23 80 579 974 997 49 115 588
6Nad,386 31 41 1251 40 51 409 1294 2996 3039
l3ad,14 1014 248 392 2295 1334 4 2626 1140 13
qmad,39 332 1042 50 579 11 1850 817 503 20
XHad,92 8 843 6 3 110 303 9 369 97
f4ad,4 13 3 10 54 330 3435 168 89 1074
ttad,1936 25 698 41 1716 133 282 300 1499 2002
19ad,12 0 312 237 225 1937 8 705 79 689
Mzad,448 19 17 0 48 128 2 7 272 12
PEad,6 14 8 332 913 2380 521 206 201 99
yead,14 210 6 332 25 2117 148 428 1003 183
tVad,14 8 146 25 225 71 438 332 657 2388
vtad,104 7 179 2 174 235 500 1789 885 361
V6ad,8 6 4 13 10 97 807 834 1727 71
m1ad,90 7 197 2 316 1472 810 1739 513 224
K5ad,3 4 6 10 1830 31 47 9 13 37
Xuad,60 1393 333 2 419 385 1271 182 398 45
Owad,118 82 103 0 440 537 17 12 3503 2798
0Xad,68 72 151 907 452 271 82 98 696 148
GSad,71 152 1159 849 39 944 3 674 300 176
KTad,4 14 9 13 3 10 56 6 2 51
jHad,3089 18 15 170 314 67 140 2444 252 96
inad,1 0 35 591 761 1147 1522 192 2443 294
juad,15 363 96 239 533 1880 2709 2401 1714 1
Pfad,12 19 237 0 17 1937 675 1281 129 143
FYad,7 2 104 48 213 171 177 3051 174 17
s8ad,62 7 2 15 11 270 3362 53 2250 58
rJad,0 12 1281 432 3144 91 1459 689 237 523
3oad,1062 148 410 859 253 92 23 21 722 304
U8ad,6 8 812 206 650 414 332 521 3737 894
Wlad,0 1 317 124 180 36 245 774 294 94
szad,443 2 17 128 19 656 659 30 902 55
Ctad,8 89 201 175 6 0 1191 690 1633 206
8Iad,68 72 98 240 151 3199 3302 480 980 2324
Osad,25 315 16 1070 1 1075 2 939 183 455
clad,26 130 610 189 435 259 2 62 304 887
5Aad,645 189 1 741 157 25 0 1063 897 16
PPad,35 85 1 0 230 116 48 7 1502 134
eyad,62 11 1428 1196 2562 2 883 7 637 750
I1ad,0 70 52 125 8 705 806 1332 91 261
bSad,542 0 83 2 1 27 254 134 88 262
vjad,59 43 18 60 374 238 101 286 15 823
iYad,14 6 2295 3 4 2088 815 847 2308 1327
Stad,5 16 204 150 370 1034 0 1374 3496 1156
Awad,3 4 13 41 54 10 2287 9 1811 330
YPad,3634 1233 1426 226 1293 52 0 874 432 1380
lPad,1 0 2288 245 287 294 1285 153 2267 157
rrad,1 0 3742 762 349 2064 159 1085 2345 35
lnad,24 23 21 209 131 73 74 322 1 471
j7ad,175 164 13 4 8 842 89 168 1633 806
tqad,1007 1765 1712 2688 260 2663 401 1076 371 596
e3ad,12 0 237 91 1224 1937 689 312 3144 1281
Enad,208 2 745 83 7 1453 902 1695 563 0
VKad,16 49 136 1 1090 532 277 1100 0 25
rhad,0 1 19 1677 35 17 26 464 2667 1444
1vad,2 7 399 458 235 213 1298 165 48 1386
Nwad,2 30 7 17 2084 2101 44 1068 19 975
Fuad,5 16 0 35 1972 418 1 1082 49 80
Yzad,72 68 480 452 17 2 58 19 53 1197
noad,0 82 523 103 1424 118 2260 350 360 2736
Orad,542 0 751 1 254 83 262 242 1516 2
gHad,9 37 10 4 2624 309 1318 3389 889 2427
Mwad,2910 1159 2 2405 151 2277 311 7 315 43
7zad,347 313 88 606 2012 1020 299 1277 2351 0
Qcad,1 0 5 69 847 568 236 2017 378 1490
ATad,40 31 57 492 117 386 3376 47 1578 935
eZad,1 35 0 85 1130 851 2340 1479 230 924
3tad,21 24 343 858 23 73 2778 2542 2264 158
t6ad,4 31 10 9 33 28 38 47 40 14
u3ad,1191 8 6 201 206 12 1652 1633 812 591
43ad,9 10 37 34 1100 4 840 1566 2756 1523
aIad,60 353 673 53 646 58 101 666 519 232
ucad,3 675 6 324 89 1107 8 913 4 237
N1ad,8 282 944 807 205 598 1727 3802 383 11
JKad,1 0 183 147 132 36 203 3032 230 3699
Yead,1 0 35 590 2765 285 183 85 16 367
K2ad,3 324 6 4 474 89 668 2746 1567 3107
OVad,0 12 91 1459 14 336 63 79 1281 2717
pkad,3 4 6 13 28 9 10 8 33 585
3Lad,139 0 1 730 3555 2643 532 294 306 275
hAad,8 383 807 558 806 6 1028 71 230 1199
Load,106 703 200 557 859 1063 134 275 74 19
ogad,632 525 296 1035 2 75 2257 1467 175 2821
q8ad,1 0 1539 42 108 5 535 349 2475 2112
Zrad,1 0 1090 42 254 484 105 590 1953 447
uqad,2 30 55 361 7 305 500 3598 666 571
ddad,180 1 60 132 1210 2678 0 774 304 157
u6ad,1174 1057 619 15 251 88 347 313 262 11
KMad,0 12 1281 91 689 3144 1 312 432 1459
h5ad,11 20 307 22 59 674 277 763 127 18
9Bad,55 515 2 30 408 17 2336 2251 143 837
Rjad,994 304 11 7 50 20 986 3635 32 579
mYad,182 392 634 452 385 901 166 1611 1068 299
luad,75 2 56 200 7 74 197 508 1425 266
hhad,24 23 21 115 1180 520 2614 2892 1235 718
FEad,3207 1 0 582 185 35 285 132 192 349
rOad,1291 20 176 11 123 1356 814 22 641 26
akad,1636 1 0 16 189 626 762 5 309 144
Qmad,50 503 65 256 493 1782 850 39 998 931
lrad,459 242 254 470 14 282 1331 332 591 663
eead,293 66 557 1286 503 1537 53 579 827 698
LFad,0 1 2716 319 5 2345 2917 938 733 1319
4Wad,21 23 24 115 712 2058 937 200 974 187
GKad,7 48 2 1217 17 177 1381 213 19 2834
pHad,90 2 7 1739 197 224 1575 1769 1890 457
Shad,5 362 16 2855 144 1862 84 516 3038 3709
xOad,3 6 4 8 1473 28 13 3479 38 539
IPad,3 4 10 9 6 13 28 33 38 1830
i2ad,0 489 1 776 35 367 2344 36 294 1834
78ad,1 0 851 35 85 294 124 777 25 438
MDad,75 254 0 1 2 542 56 1205 845 134
JJad,0 1 2061 535 2589 2267 1720 739 649 847
Ozad,601 83 11 1613 2 262 720 820 2126 7
LKad,12 0 1224 237 689 1281 1459 3144 336 675
Ntad,16 438 0 1673 952 12 1 333 63 1915
ibad,83 2 7 541 2044 820 11 601 62 1625
TEad,139 0 1 759 1903 562 3555 93 262 102
J1ad,151 68 72 2868 53 907 58 166 228 231
B1ad,8 89 175 6 894 41 812 2457 3 206
oLad,3 13 324 4 89 28 6 54 38 668
vrad,133 49 451 260 1286 1027 1931 5 325 31
Jjad,43 59 18 101 1824 60 15 1121 374 571
jiad,3 4 6 13 38 28 324 10 33 54
kiad,0 42 1 306 254 5 1118 938 2919 1917
rBad,1067 732 1237 49 984 950 249 3139 222 401
0Yad,9 37 10 4 655 1523 2042 3533 2427 1318
tlad,44 46 2 109 631 138 145 507 162 785
b4ad,120 20 32 22 29 11 426 112 767 572
Aead,3 41 1641 13 4 6 662 49 54 89
bcad,59 18 178 15 1661 1685 1260 604 43 368
KEad,120 32 22 20 29 11 173 892 747 426
3Vad,64 1043 76 2 3804 149 2542 17 59 26
Suad,3 324 89 675 237 4 13 433 1107 201
X1ad,0 1 654 153 304 94 2523 180 35 51
RFad,134 640 997 730 0 974 200 106 1917 1244
Kbad,182 2 385 76 392 1569 634 1068 60 1192
Slad,562 219 0 1 546 88 1322 3236 438 132
Pxad,2 7 364 1460 1240 313 2059 1013 511 793
H0ad,945 68 26 1363 72 1365 732 2610 569 222
Grad,76 2 746 1396 385 2696 1289 1068 1271 0
9ead,9 4 37 10 421 2427 1523 2515 655 34
0wad,76 2 385 60 43 7 428 3160 299 511
FGad,3 433 2 7 54 717 375 237 841 28
4vad,949 0 1 1424 1802 35 2556 110 2675 337
0Tad,0 1 241 621 670 433 134 61 203 397
Vfad,133 505 8 983 4 16 337 246 2 864
k6ad,2 281 76 7 17 19 30 1068 197 446
ijad,0 1 36 142 185 2267 180 147 153 2747
0dad,598 1245 21 23 703 895 191 866 215 106
9pad,2176 801 5 2010 268 354 1 1337 16 69
Duad,39 121 50 674 156 202 866 207 627 66
5iad,11 20 506 22 32 791 1157 29 1156 1882
EOad,20 22 11 29 122 173 32 1156 123 307
oPad,27 0 1 313 192 580 183 522 294 3700
fvad,1947 15 18 67 140 698 1122 96 1346 952
Efad,1650 33 1848 971 1121 11 309 798 1942 511
bLad,58 53 151 228 68 72 166 2 60 280
L9ae,381 175 1856 377 3708 296 1101 2299 180 13
iaae,21 24 23 115 651 775 1705 1246 520 3136
x7ae,31 40 47 57 117 1149 2347 348 386 330
4jae,990 668 43 964 15 59 360 18 311 1526
jhae,17 19 2 7 129 128 2517 2246 394 999
ONae,12 0 237 1937 675 3144 689 52 2 150
y8ae,111 1 0 42 387 674 93 2219 431 1427
abae,0 1 234 628 678 467 203 5 2920 69
pRae,43 18 59 15 101 60 1685 693 1121 1415
cDae,27 0 1 88 580 3700 192 2536 262 3815
YRae,357 372 532 0 1 1647 1359 2307 591 2765
Eeae,2228 667 179 1363 74 2325 275 200 11 112
gjae,210 696 0 12 360 19 685 333 237 675
Xoae,70 52 0 91 125 8 806 1681 578 1417
ESae,817 11 250 839 26 22 1528 20 576 607
XBae,27 0 1 2536 313 88 192 331 1021 294
zZae,4 3 9 28 10 33 13 38 324 37
x6ae,41 47 348 13 4 31 99 2287 3 861
1lae,803 2 179 7 1603 1945 1046 2097 1460 145
hnae,200 275 7 887 2092 843 697 2 629 2086
kIae,97 13 3 54 4 243 870 10 278 552
tOae,15 126 18 59 112 1548 220 178 11 43
uDae,3 4 13 330 54 28 10 2839 539 2281
PUae,1765 1007 1346 1865 277 1267 2318 1363 616 557
MHae,106 187 74 1 200 246 2612 24 105 2705
TBae,1 0 35 2766 896 2049 1249 1335 1955 309
oeae,5 136 16 1132 855 25 2176 1395 1679 764
PSae,7 2 197 710 61 316 1995 2331 320 1282
0mae,31 47 40 57 117 626 660 595 1940 2347
4Fae,15 2 7 732 186 130 773 26 81 1664
O0ae,17 345 19 2 359 1014 128 129 3345 7
5vae,41 3 4 13 54 389 6 483 10 97
hzae,164 13 175 4 842 806 168 89 33 429
wZae,592 578 44 61 732 134 2308 621 1399 2
ujae,8 52 578 80 2701 954 917 1463 0 127
yEae,2 56 75 218 51 45 172 500 7 62
vVae,51 137 45 77 298 2 56 1707 442 456
Caae,19 1198 17 448 443 272 1 2852 3238 3290
Pwae,2728 15 1098 1174 262 619 1057 2990 18 67
GLae,4 3 10 1461 13 47 31 54 300 6
pTae,31 40 57 47 117 492 159 1149 386 80
73ae,7 2 174 361 104 1219 1307 715 513 979
0pae,53 58 2 44 114 7 332 1460 65 46
kQae,8 383 6 807 206 650 1679 2948 834 3802
fbae,175 396 164 13 89 8 33 4 141 685
TLae,19 524 753 1 48 0 17 841 691 988
1qae,20 22 29 32 11 122 120 173 1156 112
wlae,149 64 26 2 1040 2542 75 480 82 19
vgae,194 1944 441 1982 2635 26 839 1152 434 453
0Uae,0 12 118 523 210 79 312 63 696 91
xgae,320 2 7 75 2780 172 197 269 235 267
esae,215 447 217 0 790 81 915 412 5 108
gkae,139 0 42 1 102 2653 93 486 1802 309
OTae,410 722 24 937 158 269 2934 21 1966 279
OMae,3 4 6 10 31 28 9 47 348 57
baae,14 9 4 37 61 25 1003 3469 10 34
Lfae,16 349 84 81 5 516 2330 570 169 947
Fuae,168 13 4 3 1001 164 54 565 2951 89
Wqae,1 0 94 36 147 423 733 27 63 337
jRae,0 1 695 1422 1250 35 245 203 3623 2242
M3ae,320 2140 269 7 2 316 197 513 235 2331
C0ae,2 7 90 2802 30 196 197 1307 361 3246
usae,0 12 91 312 1281 1937 3144 689 675 1
XHae,188 552 6 551 13 585 242 4 8 10
8mae,1062 909 148 766 932 67 8 1417 3449 1117
sjae,87 15 18 536 244 545 365 1751 1696 571
1pae,1045 726 14 847 654 467 749 1 61 8
60ae,161 100 329 304 567 392 889 277 698 1346
sKae,12 359 310 19 1107 296 17 417 1189 2
Mpae,5 16 136 244 25 3469 2030 3168 2914 0
0cae,0 1 5 81 108 809 1113 2919 309 762
wYae,5 1208 16 136 39 0 441 292 244 2098
Joae,0 874 226 530 432 2260 1525 12 3144 261
8rae,45 51 77 2 137 56 418 1052 295 212
1Sae,5 16 136 244 292 25 816 254 590 1064
K4ae,3 324 6 4 675 2746 28 237 38 89
vzae,99 839 11 716 701 817 732 176 260 911
4Cae,1 193 0 246 1207 963 417 150 339 192
ASae,32 20 29 22 2184 11 122 1156 430 112
rIae,19 7 2 1 17 2165 2834 252 129 469
YNae,971 798 43 248 1061 1865 60 11 2023 1121
naae,25 8 141 396 474 944 512 71 2176 3
2Zae,27 0 1021 1 1110 313 35 3700 192 2164
9yae,12 0 118 705 82 675 2736 103 1424 52
fCae,215 0 217 611 1 42 600 1210 1469 851
jDae,19 17 448 128 2 149 64 48 272 7
PVae,2 95 135 7 1214 297 742 1373 2687 427
SBae,443 17 19 2 7 30 659 3480 272 448
Sqae,487 0 42 1 890 1427 102 387 2435 1564
ecae,220 126 276 112 1123 624 3128 178 15 2069
t8ae,205 1776 598 3130 429 12 8 592 459 308
4Eae,4 3 33 10 28 9 38 13 6 2103
hcae,141 247 255 1289 746 299 311 191 474 1921
3eae,46 848 2 155 44 162 264 377 2299 2283
NLae,53 58 214 494 163 19 2 175 3147 89
AEae,26 442 51 2 45 456 137 3789 1153 1050
4Uae,64 119 46 113 44 2 155 848 149 3804
ZSae,6 3 8 4 2287 13 3824 552 41 2938
QHae,32 29 11 221 22 368 3506 20 1156 692
DGae,51 56 45 2 77 212 295 456 137 1052
K1ae,13 164 33 4 175 89 6 28 3 842
EVae,1969 817 176 11 814 26 2954 1997 123 839
TTae,69 378 1 647 2801 0 5 1150 649 362
DCae,53 163 58 232 427 166 340 2 60 333
sMae,2 990 76 43 59 964 18 1068 2395 1526
Oiae,12 0 237 3144 1281 1 689 63 1459 3607
ARae,13 4 54 175 8 164 3 168 89 99
Iqae,3 324 6 13 4 89 433 375 7 1921
Xhae,160 231 889 304 491 2 3503 273 72 187
NWae,9 10 5 34 550 16 50 4 1064 1690
zHae,7 2 469 104 792 17 1179 841 1590 1372
xPae,3 4 10 6 33 13 9 28 31 38
0Zae,8 145 1187 3802 834 206 89 1191 13 6
alae,188 168 594 4 330 9 31 13 565 40
vKae,391 5 1263 61 405 92 618 16 99 864
pGae,8 89 175 201 2805 206 136 690 6 99
Srae,1703 2763 453 2 7 952 235 2532 165 1460
k9ae,41 3 13 4 389 6 31 2287 47 97
0Aae,719 654 0 828 61 319 562 1 670 578
oqae,32 22 20 29 11 120 692 680 572 624
TCae,208 745 2 7 75 1205 1453 62 1695 83
Ieae,284 158 43 15 146 18 638 23 1905 21
WNae,5 1697 16 2375 1082 2030 81 973 1374 309
ZRae,5 16 1183 466 0 1064 1915 733 769 1829
E4ae,160 82 1919 19 118 17 12 246 888 0
8Cae,8 474 539 11 944 406 1058 749 161 145
1oae,3 675 237 6 433 324 1526 3021 248 1473
Lyae,89 33 13 175 164 28 38 8 201 0
0Oae,3 13 4 6 10 9 54 551 2839 3108
vxae,2628 428 876 995 60 239 146 971 519 291
Bkae,8 383 41 807 6 4 54 13 3 205
CDae,2530 1037 1237 732 401 2688 3077 1007 1067 2663
veae,1816 1855 2537 363 15 3667 555 2794 170 18
ggae,369 92 110 161 884 329 1234 0 1103 100
SGae,2366 1451 782 15 1875 2122 374 422 708 701
Fwae,9 10 34 4 37 2261 2996 1523 2582 889
A2ae,3 89 324 4 675 310 13 61 54 1003
z0ae,613 0 738 1 5 378 69 204 150 1788
yqae,282 25 1362 1338 2891 663 1327 2174 1842 1127
Xuae,87 18 15 536 545 365 1696 333 3581 244
LQae,33 78 28 38 86 257 4 13 553 2515
JIae,8 3 6 558 414 133 1715 2002 225 1499
gnae,225 25 1027 16 3435 2589 734 71 235 1540
Z2ae,9 37 10 4 2515 421 2427 1721 655 1523
VWae,0 1 36 185 132 142 1903 331 1892 287
4vae,4 9 10 14 34 13 28 278 2261 3
kLae,23 24 21 115 775 1160 471 1235 718 2058
a1ae,128 7 2 17 235 1616 252 1038 541 469
HSae,584 187 74 24 736 131 914 21 275 23
q8ae,946 1666 499 15 3132 723 96 53 3430 528
NCae,154 263 3 13 4 351 2582 2839 11 1123
HIae,2 464 7 252 116 495 344 197 1841 469
Ziae,1639 1168 971 239 11 798 15 519 1880 824
Qmae,50 65 1851 39 493 503 998 202 1782 121
QRae,80 127 49 5 27 1172 1118 61 672 418
9uae,11 22 20 123 32 211 29 1356 462 334
bVae,539 9 1644 4 2 277 10 248 1046 1253
Dgae,0 70 52 125 1293 874 432 12 226 2260
X7ae,8 894 6 206 698 1400 3546 2102 383 807
0oae,28 33 78 38 86 3248 2336 4 54 13
8qae,2086 887 1871 24 74 1 275 410 629 617
kXae,87 18 15 365 536 545 60 333 244 1696
8fae,46 155 44 264 2 1925 2283 26 64 15
0Qae,1 0 189 831 741 35 157 737 2768 1004
9Gae,0 52 70 125 91 806 1 705 12 1681
0uae,0 1 35 1826 768 436 134 2435 2840 1885
jeae,1025 88 80 3062 21 11 1443 1020 127 1815
1nae,2468 827 8 1400 148 1248 21 50 1283 3227
G3ae,7 2 17 1371 715 1307 48 513 235 213
AGae,23 21 26 707 644 915 790 2759 144 1501
BZae,70 125 52 0 63 1 203 989 183 1082
S5ae,4 3 9 10 13 33 28 38 2144 6
9gae,17 19 2 2834 7 361 3470 272 30 3117
ilae,3 4 6 13 10 9 28 38 33 2090
QXae,2 280 30 608 55 7 1178 252 2825 1197
lQae,17 19 128 2 7 48 272 448 394 1381
huae,1571 1388 26 244 144 900 292 1582 441 1524
CSae,3 6 41 1109 4 16 1609 3089 1078 99
6jae,3 324 89 4 13 6 28 10 668 1107
FPae,1 0 3095 35 3166 180 2435 317 124 268
vXae,332 14 66 521 50 225 612 595 727 1003
CRae,12 0 689 333 523 432 1865 685 210 1454
mzae,0 1 36 185 132 147 582 203 153 407
ZQae,114 46 107 155 138 44 145 109 2 854
lCae,9 34 10 840 37 889 0 2311 1566 516
Cjae,24 21 23 1 115 200 1899 0 203 1094
Olae,750 1660 5 3031 21 178 2562 1363 23 899
frae,160 151 231 166 72 82 68 907 491 53
8xae,56 218 2 45 51 75 2572 2355 3483 7
wtae,666 289 1948 2626 1964 427 995 519 353 571
cfae,1227 26 636 2417 130 199 326 1568 259 309
Yyae,1680 15 8 1272 87 6 3 18 2001 318
Rmae,181 39 222 121 216 648 382 249 202 21
3cae,130 26 610 636 435 3261 808 189 27 442
cHae,11 876 22 2 1254 428 477 1049 20 7
rZae,705 0 125 70 52 82 118 261 103 696
V4ae,1362 282 93 662 1842 132 50 133 2388 349
81ae,20 22 123 2853 11 32 250 176 728 576
bWae,23 21 24 115 1705 651 775 1180 520 471
tpae,328 16 362 1744 84 882 3456 5 516 25
sXae,487 0 1 42 890 111 1984 893 1564 1722
Orae,332 8 66 293 827 521 308 441 6 2468
A1ae,58 53 214 66 163 3147 2 495 30 141
JZae,1 0 287 2378 124 1026 317 183 777 147
uwae,4 10 9 6 13 3 8 671 159 550
4Lae,0 1 5 678 467 358 1228 1033 234 105
xHae,139 0 1 42 35 5 1654 241 111 248
g8ae,46 114 107 44 109 145 155 138 854 602
JUae,410 24 722 21 23 937 971 2918 1890 684
oaae,16 25 5 2124 2003 517 2959 1 0 442
1Gae,260 371 1823 498 26 183 46 192 455 15
Oeae,24 23 21 775 73 115 158 131 718 786
ULae,24 131 21 74 23 73 1269 209 676 880
pdae,1 0 36 147 180 294 387 395 1385 489
LBae,59 18 43 15 178 823 1121 571 2952 1685
7Aae,2 7 128 17 197 1000 267 878 469 252
Mkae,395 1 0 150 1256 204 1788 42 108 1008
bKae,4 13 3 168 330 154 10 54 28 565
DTae,3 6 8 4 14 1078 911 99 1188 3153
oDae,270 867 646 62 7 1000 275 2250 1408 53
Lbae,9 4 3 10 34 37 6 13 2515 3271
Amae,102 93 0 1 449 675 1193 2219 2811 774
MSae,15 18 67 140 1910 509 862 87 2647 796
Mwae,677 1 0 920 1465 657 27 1768 381 223
C4ae,12 1107 92 19 237 675 2 210 52 0
AXae,193 1 3308 963 69 478 0 404 1150 3796
FJae,5 16 847 268 25 682 1051 199 882 354
yuae,2 56 51 45 77 252 295 456 137 1052
gQae,3 6 8 89 2746 324 1388 433 332 812
5Cae,0 241 192 1 18 183 35 1562 254 93
cjae,252 3 141 136 1480 1333 2 1810 763 157
wUae,133 5 16 0 726 1027 2380 2699 6 459
7Nae,333 87 15 18 2 536 244 365 83 296
pgae,3 4 6 1715 2187 717 39 764 10 1078
2mae,79 91 0 376 806 918 884 12 1 312
HMae,261 161 329 1348 110 360 369 1103 1028 333
jXae,3 4 41 13 6 54 10 1127 9 8
dqae,5 362 16 144 49 3604 2237 80 1912 384
BHae,308 205 592 598 71 3130 2887 662 3205 25
uWae,46 2 162 44 1673 155 7 264 2250 114
Reae,30 17 2 143 55 19 1178 1197 340 1926
C8ae,79 0 91 12 806 450 312 376 696 14
jVae,111 0 42 1 306 431 3143 1802 1722 486
zpae,33 78 28 86 38 257 553 1088 301 4
JHae,3 6 4 13 433 66 14 2187 54 539
bQae,12 0 237 3144 1937 336 2717 79 689 1459
Xeae,16 0 5 1 468 259 2943 27 451 700
9Eae,0 12 237 675 1937 1 63 1459 2717 689
YKae,364 88 191 184 1013 380 313 299 614 3847
A7ae,1358 246 0 628 1 203 234 5 193 1718
JPae,65 50 503 913 61 579 355 661 66 1782
Sfae,105 1 331 0 106 3526 349 192 27 455
kxae,3 3824 2287 662 237 4 3479 6 939 521
HDae,33 2103 28 78 38 1650 11 910 553 1700
n5ae,6 414 3 8 690 3215 89 2380 141 236
xWae,1 2724 0 35 180 230 223 25 478 183
lnae,88 2 2097 7 179 197 667 252 1945 1771
Ubae,1 0 183 180 2109 285 35 1255 282 582
s4ae,3 6 3824 4 539 939 14 1715 764 1472
dHae,3 6 28 324 38 4 33 13 675 89
fnae,3 4 13 28 33 97 6 38 54 154
IKae,7 2 198 2493 165 283 1316 563 878 116
eAae,1 0 487 150 1780 180 36 193 246 1207
0tae,6 3 8 1473 414 332 206 1526 597 4
Vvae,8 6 242 459 383 254 1964 894 698 846
DVae,4 10 3 54 13 6 97 15 89 9
YIae,8 6 3527 647 807 512 3 1207 3544 246
AOae,1620 50 65 503 39 1109 3 2287 205 41
vjae,287 1 0 124 180 317 153 2435 142 851
Bnae,226 0 1233 3634 874 118 1 1525 432 12
feae,12 0 3144 1281 312 237 91 689 675 432
Rwae,606 1815 641 11 966 616 1363 347 22 64
xtae,31 40 57 47 386 1149 117 301 159 626
vmae,237 12 0 17 167 1281 79 675 272 523
avae,24 21 23 131 73 209 74 1269 880 322
zXae,39 121 50 207 1846 202 401 148 66 382
2Nae,371 260 797 49 527 1823 839 3741 26 127
Ryae,79 0 91 376 806 918 164 13 1 12
4mae,0 1 2017 69 236 404 568 589 1150 1141
VJae,5 16 1082 14 204 49 2679 418 466 1374
8Bae,172 75 2 95 224 267 1202 165 1144 2780
OUae,31 47 40 4 3 57 626 10 1589 159
0nae,0 1 1181 285 35 2765 904 227 1768 1494
RVae,336 349 0 1 670 105 147 640 132 6
oPae,2 7 83 541 531 780 208 810 62 1453
gAae,522 750 580 1154 62 616 2667 2405 1443 2351
P3ae,25 42 1 0 179 1813 124 3073 186 180
mwae,21 23 24 73 676 504 1572 554 786 718
kRae,8 806 812 0 6 668 3 3298 13 558
WCae,2 7 75 2546 172 1155 165 437 267 1339
Zhae,14 4 146 2295 3153 9 662 1075 262 1477
p3ae,1099 304 371 260 3268 113 1037 401 994 2065
J7ae,3 141 54 433 4 6 1346 41 3188 8
9cae,12 0 210 329 237 92 1937 696 705 675
QPae,17 19 7 2 104 48 1447 1307 531 174
D6ae,8 6 206 13 650 89 1727 97 1633 585
96ae,9 10 34 5 4 1481 31 40 37 2261
DFae,215 0 217 412 447 915 622 643 1582 790
bcae,496 187 74 106 200 24 131 1462 73 21
KMae,25 315 16 505 864 939 1023 133 1478 1131
3Rae,39 11 434 26 368 932 194 817 207 2102
g9ae,54 3 13 41 4 6 47 31 1480 97
GPae,0 1 36 132 147 142 94 153 367 180
Kcae,24 1839 1 1321 0 21 115 471 23 246
Zoae,985 191 184 299 364 2 2180 88 25 141
0jae,52 0 8 12 70 125 110 705 369 118
hRae,0 63 1 167 335 180 2435 85 2813 245
B1ae,3737 6 8 206 650 414 894 1679 159 1499
wnae,3 13 4 168 54 330 300 1799 175 1430
bmae,133 146 1905 158 4 638 424 203 414 25
Qnae,20 22 123 462 11 176 211 32 1410 605
5iae,1630 133 1716 2746 556 3186 723 726 1027 1580
Xiae,12 315 1293 2000 7 508 312 505 2 523
RFae,6 3 597 1030 1480 4 1609 662 3851 14
3Yae,7 2 305 104 116 75 541 252 197 174
iAae,99 518 2332 1964 734 71 2380 381 205 1078
meae,143 340 17 55 2 30 1557 232 53 163
6Xae,4 9 14 10 13 37 6 28 34 3
jxae,170 18 15 314 1247 67 140 1954 2405 763
cnae,727 971 21 181 775 23 824 1237 222 1660
hdae,2 305 7 56 500 295 1310 104 51 2453
S2ae,0 1 3301 657 85 677 438 35 1465 1768
hpae,0 484 1 1893 1953 5 35 180 1147 349
Qjae,1 0 35 85 851 898 294 1035 230 1130
xhae,0 27 1 2536 88 35 1020 580 102 192
voae,215 611 217 0 607 948 23 21 1424 622
jUae,146 80 49 3791 127 654 562 1143 42 1
M4ae,382 794 1703 648 74 18 187 879 1233 158
I2ae,32 22 20 120 679 11 29 430 303 397
MLae,2783 588 106 0 640 111 21 997 1 288
zLae,42 2698 1 0 695 306 938 26 576 622
0rae,41 4 3 13 389 429 33 25 99 300
9zae,20 32 22 29 11 426 1156 120 3156 430
